post_title,group_name,discovered,description,website
Canny Elevator Co Ltd,mallox,2022-11-04 17:45:54.330252,,
https://quantumplastics.com,royal,2022-11-04 17:45:54.406158,,
https://fishmans.ca,royal,2022-11-04 17:45:54.441367,,
http://www.cymax.com,royal,2022-11-04 17:45:54.478919,,
http://www.pressco.com,royal,2022-11-04 17:45:54.516991,,
http://www.veroni.it,royal,2022-11-04 17:45:54.550768,,
http://www.pandafunds.com,royal,2022-11-04 17:45:54.583348,,
https://www.whitneyoilco.com,royal,2022-11-04 17:45:54.615548,,
http://www.royalimaging.com,royal,2022-11-04 17:45:54.647861,,
http://www.wiseyes.net,royal,2022-11-04 17:45:54.680040,,
https://www.infocision.com,royal,2022-11-04 17:45:54.712638,,
https://www.mmemed.com,royal,2022-11-04 17:45:54.744475,,
https://orthoexperts.com/,royal,2022-11-04 17:45:54.776572,,
http://www.power-soft.com,royal,2022-11-04 17:45:54.809771,,
https://www.sunwell.com,royal,2022-11-04 17:45:54.857007,,
https://millermilling.com,royal,2022-11-04 17:45:54.889428,,
https://www.benbrooklibrary.org,royal,2022-11-04 17:45:54.921582,,
https://www.caminorealkitchens.com,royal,2022-11-04 17:45:54.953842,,
https://happysapiensdental.com,royal,2022-11-04 17:45:54.985859,,
https://www.prioritypower.net,royal,2022-11-04 17:45:55.017869,,
https://nmhsi.org,royal,2022-11-04 17:45:55.049956,,
Broto Legal,blackbyte,2022-11-05 08:59:13.043049,,
PETERSON & HANSON,blackbyte,2022-11-05 08:59:13.155426,,
Dialogsas,cuba,2022-11-04 10:19:53.428169,,
Ginspectionservices,cuba,2022-11-04 10:19:53.478743,,
Murphyfamilyventures,cuba,2022-11-04 10:19:53.529664,,
Skupstina,cuba,2022-11-04 10:19:53.580383,,
Ville-chaville,cuba,2022-11-04 10:19:53.631544,,
afts,cuba,2022-11-04 10:19:53.682623,,
axley,cuba,2022-11-04 10:19:53.742411,,
bcintlgroup.com,cuba,2022-11-04 10:19:53.805669,,
berding-weil,cuba,2022-11-04 10:19:53.858885,,
bfw,cuba,2022-11-04 10:19:53.909672,,
blackhawk,cuba,2022-11-04 10:19:53.961138,,
creditriskmonitor,cuba,2022-11-04 10:19:54.042300,,
datamatics,cuba,2022-11-04 10:19:54.094637,,
e.h._wachs_pipe_cutters,cuba,2022-11-04 10:19:54.158769,,
first_coast_logistics_services,cuba,2022-11-04 10:19:54.293377,,
forefront_dermatology,cuba,2022-11-04 10:19:54.363282,,
gascaribe,cuba,2022-11-04 10:19:54.427551,,
get-integrated,cuba,2022-11-04 10:19:54.480939,,
innovairre,cuba,2022-11-04 10:19:54.532878,,
landofrost,cuba,2022-11-04 10:19:54.593383,,
learning_resources,cuba,2022-11-04 10:19:54.645388,,
linkmfg,cuba,2022-11-04 10:19:54.695836,,
lycra,cuba,2022-11-04 10:19:54.746186,,
megaforce,cuba,2022-11-04 10:19:54.798104,,
meriplex,cuba,2022-11-04 10:19:54.851058,,
ncmutuallife2,cuba,2022-11-04 10:19:54.948792,,
nwdusa,cuba,2022-11-04 10:19:55.000661,,
ohagin,cuba,2022-11-04 10:19:55.052276,,
otrcapital,cuba,2022-11-04 10:19:55.101792,,
quercus,cuba,2022-11-04 10:19:55.168864,,
schultheis-ins,cuba,2022-11-04 10:19:55.238232,,
site-technology_,cuba,2022-11-04 10:19:55.297793,,
stm.com.tw,cuba,2022-11-04 10:19:55.367427,,
technicote,cuba,2022-11-04 10:19:55.437283,,
the_rose_executive_team,cuba,2022-11-04 10:19:55.489179,,
trant.co.uk,cuba,2022-11-04 10:19:55.540929,,
usairports,cuba,2022-11-04 10:19:55.601777,,
Läderach,bianlian,2022-11-04 10:20:05.346007,,
CLUB DE TENIS LA PAZ,mallox,2022-11-04 10:20:06.734330,,
Aerotech Precision Manufacturing,mallox,2022-11-04 10:20:06.786996,,
API MDC Technical Research Centre Sdn Bhd,mallox,2022-11-04 10:20:06.837033,,
Canny Elevator Co Ltd,mallox,2022-11-04 10:20:06.892504,,
https://quantumplastics.com,royal,2022-11-04 10:20:07.010494,,
https://fishmans.ca,royal,2022-11-04 10:20:07.070353,,
http://www.cymax.com,royal,2022-11-04 10:20:07.137201,,
http://www.pressco.com,royal,2022-11-04 10:20:07.208880,,
http://www.veroni.it,royal,2022-11-04 10:20:07.269267,,
http://www.pandafunds.com,royal,2022-11-04 10:20:07.336366,,
https://www.whitneyoilco.com,royal,2022-11-04 10:20:07.446699,,
http://www.royalimaging.com,royal,2022-11-04 10:20:07.538347,,
http://www.wiseyes.net,royal,2022-11-04 10:20:07.598558,,
https://www.infocision.com,royal,2022-11-04 10:20:07.650275,,
https://www.mmemed.com,royal,2022-11-04 10:20:07.719971,,
https://orthoexperts.com/,royal,2022-11-04 10:20:07.798603,,
http://www.power-soft.com,royal,2022-11-04 10:20:07.866599,,
https://www.sunwell.com,royal,2022-11-04 10:20:07.939059,,
https://millermilling.com,royal,2022-11-04 10:20:08.040633,,
https://www.benbrooklibrary.org,royal,2022-11-04 10:20:08.268343,,
https://www.caminorealkitchens.com,royal,2022-11-04 10:20:08.337886,,
https://happysapiensdental.com,royal,2022-11-04 10:20:08.411543,,
https://www.prioritypower.net,royal,2022-11-04 10:20:08.496390,,
https://nmhsi.org,royal,2022-11-04 10:20:08.548951,,
MITCON Consultancy & Engineering Services Limited,blackbasta,2022-11-05 13:33:46.962522,,
https://www.zoominfo.com/c/maynards-industries-ltd/24117794,royal,2022-11-05 15:06:10.465627,,
KEARNEYCO.COM,lockbit3,2022-11-05 17:09:32.277024,,
everstrong.com,lockbit3,2022-11-05 17:09:33.416703,,
HUSSEY GAY BELL,alphv,2022-11-06 13:37:31.067298,,
CR&amp;R Environmental Services,vicesociety,2022-11-06 21:14:24.563020,,
optiprint.ca,lockbit3,2022-11-06 21:14:28.315854,,
rockworthindia.com,lockbit3,2022-11-06 21:14:28.626394,,
thenet.group,lockbit3,2022-11-06 21:14:29.056142,,
medibank.com.au,revil,2022-11-07 13:27:18.177659,,
richard-wolf.com,lockbit3,2022-11-07 15:10:27.510647,,
http://www.sheehanfamilycompanies.com,royal,2022-11-07 15:10:29.524859,,
Bosselman Energy Inc,alphv,2022-11-07 19:17:30.772868,,
Wilken Software Group,blackbasta,2022-11-07 19:17:32.244294,,
http://ivacorm.com,royal,2022-11-07 19:17:36.002135,,
ALTEK,blackbyte,2022-11-07 21:13:14.800552,,
Cornwell Quality Tools,hive,2022-11-07 21:13:32.816901,,
https://www.sohnen.com/,royal,2022-11-07 21:13:39.454449,,
"ROYAL GATEWAY CO., LTD",hive,2022-11-07 23:08:41.392245,,
TCQ,hive,2022-11-07 23:08:41.804822,,
METRO,blackbasta,2022-11-07 23:08:44.181887,,
crtl.com,lockbit3,2022-11-08 13:28:16.815196,,
thaiho.com,lockbit3,2022-11-08 13:28:18.524168,,
APM Terminals,hive,2022-11-08 17:18:40.037305,,
Motional,alphv,2022-11-08 19:25:46.774630,,
http://aviso.ci,royal,2022-11-08 23:16:44.052045,,
http://www.h-ortmeier.de,royal,2022-11-08 23:16:44.097795,,
LAW OFFICES OF JOHN T ORCUTT WAS HACKED. MORE THEN 2TB SENSETIVE DATA LEAKED.,lv,2022-11-09 04:33:25.877654,,
http://www.zender.de,royal,2022-11-09 04:33:34.053695,,
http://www.silverstone.co.uk,royal,2022-11-09 04:33:34.099009,,
waltersandwolf,cuba,2022-11-09 09:26:24.665505,,
http://www.adven.com,royal,2022-11-09 11:22:55.124014,,
shmcomputers.screenconnect.com,lockbit3,2022-11-09 19:22:16.803973,,
carone.com.mx,lockbit3,2022-11-09 21:02:12.462397,,
oehc.corsica,lockbit3,2022-11-09 21:02:13.848535,,
sinopecthc.com,lockbit3,2022-11-09 21:02:14.351256,,
stavbar.cz,lockbit3,2022-11-09 21:02:14.471855,,
Hartnell College,vicesociety,2022-11-09 23:09:12.559781,,
adnec.ae,lockbit3,2022-11-09 23:09:14.065146,,
chahousing.org,lockbit3,2022-11-09 23:09:14.550099,,
thecondorgroup.com,lockbit3,2022-11-09 23:09:16.692156,,
CONFORAMA - HACKED AND MORE THEN 1TB DATA LEAKED!,alphv,2022-11-10 07:14:48.914596,,
MCCROSSAN,hive,2022-11-10 13:33:25.810061,,
Main & Main Capital Group,lorenz,2022-11-10 15:36:12.301466,,
Kreisverwaltung Rhein-Pfalz-Kreis,vicesociety,2022-11-10 23:39:33.951506,,
Aeronautics company Canada,everest,2022-11-11 02:25:50.956013,,
amarillogeeks.webhop.org,lockbit3,2022-11-11 04:26:53.966988,,
J & D Pierce Contracts Ltd,alphv,2022-11-11 07:39:19.806681,,
http://bfernandez.com,royal,2022-11-11 13:55:43.243384,,
Doctors Center Hospital,projectrelic,2022-12-18 16:54:36.306758,Doctors' Center Hospital is among the leaders in the hospital network of Puerto Rico.,
Sterling Battery,projectrelic,2022-11-11 16:34:34.736812,Sterling Battery Co is a company that operates in the Automotive industry.,
"Turner & Associates, LLP",projectrelic,2022-11-11 16:34:34.769333,"Outstanding service to our clients is what makes Turner & Associates, LLP one of the leading CPA firms in the State of Florida. Our combined 75 years of Partner",
BroadMed Holding,projectrelic,2022-11-11 16:34:34.803430,BroadMed Holding (BMH) is a company that specializes in healthcare related businesses. The range of experience stretches to supply the medical field with a wide,
Willis Klein,projectrelic,2022-11-11 16:34:34.835578,"Founded in 1960, Willis Klein has multiple divisions providing decorative plumbing, door hardware, custom bathroom cabinets and furniture, commercial hardware.",
BRAZILIAN PET FOODS,lv,2022-11-11 17:48:28.618187,,
Motional.com,alphv,2022-11-11 19:26:26.128491,,
https://www.qep.com,royal,2022-11-11 19:26:31.365546,,
nobilityrcm.com / altapartnersllc.com  /  MFAST.com / MSBS.biz sym / elitemedicalbill.com,alphv,2022-11-12 13:32:24.679412,,
Midland Cogeneration Venture,quantum,2022-11-13 19:41:22.265279,,
Saurer,snatch,2022-11-13 21:59:34.610919,,
Popp Hutcheson PLLC,blackbasta,2022-11-13 21:59:38.666959,,
YASH Technologies,snatch,2022-11-13 23:52:07.673849,,
CENTRAL BANK OF GAMBIA HACKED. 2 TB OF CRITICAL DATA WAS STOLEN.,alphv,2022-11-14 02:37:17.647851,,
Salud Family Health,lorenz,2022-11-14 11:51:36.538131,,
Nissan of Las Cruces,lorenz,2022-11-14 11:51:36.587712,,
THEW ASSOCIATES HACKED. MORE THEN 50 GB SENSETIVE DATA LEAKED.,lv,2022-11-14 17:51:45.621394,,
Baysgarth School,vicesociety,2022-11-14 21:18:30.511470,,
scottindustrialsystems.com,lockbit3,2022-11-14 21:18:35.135521,,
Dyatech company,medusa,2022-11-15 07:39:15.762107,,
BIOPLAN,medusa,2022-11-15 07:39:15.814962,,
Autosoft company,medusa,2022-11-15 07:39:15.864532,,
lawtrade company,medusa,2022-11-15 07:39:15.914046,,
MCCLEAN16  company,medusa,2022-11-15 07:39:15.963952,,
LEGAZPIBANK,medusa,2022-11-15 07:39:16.013759,,
Zelena Laguna Hotel,medusa,2022-11-15 07:39:16.065335,,
Fonderia Boccacci,medusa,2022-11-15 07:39:16.115891,,
ALTlTUDE AEROSPACE INC,medusa,2022-11-15 07:39:16.165765,,
archimages inc,medusa,2022-11-15 07:39:16.214881,,
atlantisholidays,medusa,2022-11-15 07:39:16.265128,,
tristatefabricators_inc,medusa,2022-11-15 07:39:16.315245,,
Salmon Software,medusa,2022-11-15 07:39:16.366613,,
hwrpc.com,medusa,2022-11-15 07:39:16.417236,,
exheat.com,medusa,2022-11-15 07:39:16.467432,,
goldcreekfoods,medusa,2022-11-15 07:39:16.516812,,
fidelityunited.ae,medusa,2022-11-15 07:39:16.566826,,
AURIS KONINKLIJKE AURIS GROEP,medusa,2022-11-15 07:39:16.617035,,
MIDAS Company,medusa,2022-11-15 07:39:16.666592,,
emscrm,medusa,2022-11-15 07:39:16.716794,,
DGLEGAL,medusa,2022-11-15 07:39:16.766218,,
https://www.keenanins.com,royal,2022-11-15 04:49:58.959015,,
LCMH,hive,2022-11-15 07:38:15.183023,,
amend.com.br,lockbit3,2022-11-15 13:52:04.362601,,
gulfcoastwindows.com,lockbit3,2022-11-15 13:52:05.309717,,
itis-technology.com,lockbit3,2022-11-15 13:52:05.510540,,
linkplus.com.hk,lockbit3,2022-11-15 13:52:05.755159,,
zagiel.pl,lockbit3,2022-11-15 13:52:07.094681,,
Hydro-Gear & Agri-Fab,hive,2022-11-15 17:38:11.979605,,
http://www.lamtec.com,royal,2022-11-15 17:38:19.750942,,
https://www.cristalcontrols.com,royal,2022-11-15 23:26:37.646284,,
"IMA Financial Group, Inc.",blackbasta,2022-11-16 16:05:57.694911,,
Belgium company Zwijndrecht - Leaked,ragnarlocker,2022-11-16 17:57:30.300135,,
Aeronautics company Canada / Production of parts for aircraft engines,everest,2022-11-16 19:43:11.608162,,
https://www.m2selectronics.com,royal,2022-11-17 09:54:50.722675,,
Kessing Rechtsanwälte und Fachanwälte in PartGmbB,blackbasta,2022-11-17 13:57:44.453778,,
"Giambalvo, Stalzer & Co.",alphv,2022-11-17 17:44:01.624550,,
Institute of Science and Technology Austria,vicesociety,2022-11-17 21:25:37.103331,,
https://naulty.com/,royal,2022-11-18 02:53:15.663858,,
KlamoyaCasino,alphv,2022-11-18 07:42:11.303300,,
https://www.vafb.com,royal,2022-11-18 19:40:07.170331,,
UNITEDAUTO.MX HAVE BEEN HACKED DUE TO MULTIPLE NETWORK VULNERABILITIES. MORE THAN 2TB OF P,lv,2022-11-19 07:40:39.147982,,
norseman.ca,lockbit3,2022-11-19 09:36:33.559546,,
"AirAsia Group (MY, ID, TH)",daixin,2022-11-19 23:37:24.417523,,
https://mcandrewslaw.com/,royal,2022-11-20 02:55:21.337096,,
westmount.org,lockbit3,2022-11-20 17:56:53.483276,,
SAIPRESS,snatch,2022-11-20 23:43:01.321652,,
McGRATH,snatch,2022-11-20 23:43:01.366831,,
https://emtelco.com.co,qilin,2022-11-21 13:48:14.394439,,
https://lojastorra.com.br,qilin,2022-11-21 13:48:14.428476,,
https://contempocard.com,qilin,2022-11-21 13:48:14.461544,,
https://robertbernard.com,qilin,2022-11-21 13:48:14.495578,,
https://dialog.com.au,qilin,2022-11-21 13:48:14.528623,,
www.projectredirectdc.org,onyx,2022-11-21 14:16:28.750080,,
www.minex.gob.gt,onyx,2022-11-21 14:16:28.784912,,
www.jaspercountysheriffoffice.com,onyx,2022-11-21 14:16:28.817421,,
www.arisaseguros.com,onyx,2022-11-21 14:16:28.850273,,
www.cucafresca.com.br,onyx,2022-11-21 14:16:28.884440,,
www.advantagedirectcare.com,onyx,2022-11-21 14:16:28.918370,,
www.waynefamilypractice.com,onyx,2022-11-21 14:16:28.952143,,
www.pacmaritime.com,onyx,2022-11-21 14:16:28.985038,,
www.baltholding.eu,onyx,2022-11-21 14:16:29.017662,,
www.semaphorehq.com,onyx,2022-11-21 14:16:29.050156,,
www.ackermanplumbinginc.com,onyx,2022-11-21 14:16:29.082978,,
www.candcfarmsupply.com,onyx,2022-11-21 14:16:29.115577,,
www.wayan.com.mx,onyx,2022-11-21 14:16:29.148427,,
www.artisticstairs.com,onyx,2022-11-21 14:16:29.181128,,
Nok Air,alphv,2022-11-21 17:46:21.234488,,
"Aeronautics company Canada / UTC Aerospace Systems, Bombardier aerospace partners",everest,2022-11-21 21:38:35.213040,,
ryokikogyo.co.jp,lockbit3,2022-11-22 03:02:20.643689,,
ssp-worldwide.com,lockbit3,2022-11-22 03:02:20.925224,,
Leak Announcement - IT company ITonCLOUD,ragnarlocker,2022-11-22 10:02:52.891719,,
lapiamontesa,blackbyte,2022-11-22 17:31:09.009006,,
"Aeronautics company Canada / UTC Aerospace Systems, Bombardier aerospace, NASA partners",everest,2022-11-23 17:19:29.427251,,
Norman Public Schools,hive,2022-11-23 17:19:38.158917,,
Astra Daihatsu Motor (ID),daixin,2022-11-24 02:12:34.937211,,
Pmc-group,cuba,2022-11-24 15:03:53.913205,,
Cincinnati State,vicesociety,2022-11-24 15:03:59.002813,,
https://www.labusinessjournal.com,royal,2022-11-24 17:41:27.646667,,
"Ta Chen Stainless Pipe Co., Ltd",alphv,2022-11-24 23:19:46.704090,,
Harry Rosen,bianlian,2022-11-24 23:19:52.008263,,
Rentz Management,bianlian,2022-11-24 23:19:52.065352,,
Boon Tool Co,bianlian,2022-11-24 23:19:52.117931,,
Gazelle International Ltd,bianlian,2022-11-24 23:19:52.173050,,
Versah,bianlian,2022-11-24 23:19:52.224118,,
Centura College,bianlian,2022-11-24 23:19:52.274537,,
Modular Mining,bianlian,2022-11-24 23:19:52.328023,,
Myton School,bianlian,2022-11-24 23:19:52.378606,,
ITM,blackbasta,2022-11-25 13:24:41.317315,,
Essent company - Leaked,ragnarlocker,2022-11-25 15:09:12.761043,,
Guilford College,hive,2022-11-25 15:09:26.512850,,
https://www.friedmanlawoffices.com/,royal,2022-11-26 02:18:57.520278,,
Origin Property Company Limited,play,2022-11-26 19:33:43.668769,,
Conseil departemental - Alpes-Maritimes,play,2022-11-26 19:33:43.704603,,
Itsgroup,play,2022-11-26 19:33:43.739606,,
Ministry of Transport and Public Works,play,2022-11-26 19:33:43.773325,,
Alcomet,play,2022-11-26 19:33:43.806956,,
Leadtek,play,2022-11-26 19:33:43.840386,,
PVFCCo,play,2022-11-26 19:33:43.875484,,
"GLEN DIMPLEX GROUP UNITS WERE HACKED (DEFOND, DEFONDTECH AND OTHER). MORE THAN 1TB DATA WA",lv,2022-11-27 14:03:27.280258,,
"Badger Truck Refrigeration, Inc",bianlian,2022-11-27 19:46:04.991507,,
Block Buildings LLC,bianlian,2022-11-27 19:46:05.027656,,
Altec Engineering LLC,bianlian,2022-11-27 19:46:05.060223,,
Samrin Services Pvt Ltd,bianlian,2022-11-27 19:46:05.093081,,
Power Plant Services LLC,bianlian,2022-11-27 19:46:05.125618,,
VANOSS Public School,bianlian,2022-11-27 19:46:05.169670,,
STGi,snatch,2022-11-28 00:46:39.947776,,
IKEA MoroccoIKEA Kuwait,vicesociety,2022-11-28 03:38:07.62290,"We believe that no matter what we do in life, we should always try to be the absolute best at it. At IKEA we focus on being the best at ordinary everyday things. Because to us, the ordinary everyday contains the best of life. We want to be Extraordinary at the ordinary for you.",
https://tubularsteel.ca,royal,2022-11-28 05:59:40.864129,,
bankseta.org.za,lockbit3,2022-11-28 12:21:27.008389,,
???? ?????,play,2022-11-28 12:21:29.882516,,
???????????,play,2022-11-28 12:21:29.957892,,
Verity cloud,play,2022-11-28 12:21:29.992176,,
Sunknowledge Services Inc,revil,2022-11-28 14:52:30.214654,,
kusd.edu,revil,2022-11-28 20:34:41.644515,,
https://www.cates.com,royal,2022-11-28 23:02:57.239929,,
???,play,2022-11-29 00:12:48.688390,,
https://www.rmclaw.net/,royal,2022-11-29 03:25:29.587084,,
Stibbs & Co,alphv,2022-11-29 10:59:47.505265,,
Vision Technologies,alphv,2022-11-29 10:59:47.562819,,
colonialgeneral.com,lockbit3,2022-11-29 14:10:15.192140,,
Plascar Participacoes Industriais,vicesociety,2022-11-29 20:09:06.769464,,
Patton,cuba,2022-11-30 14:30:10.471701,,
Holler-Classic,lorenz,2022-11-30 17:13:26.601429,,
Boss-inc,cuba,2022-12-01 14:25:57.868496,,
Generator-power,cuba,2022-12-01 14:25:57.913437,,
Landaumedia,cuba,2022-12-01 14:25:57.958348,,
pro office Büro + Wohnkultur GmbH,alphv,2022-12-01 14:26:02.203557,,
"Shenzhen INVT Electric Co.,Ltd",alphv,2022-12-01 14:26:02.246937,,
Jubilant,alphv,2022-12-01 14:26:02.290259,,
ENPPI - HACKED AND MORE THEN 1100 GB DATA LEAKED!,alphv,2022-12-01 14:26:02.333537,,
Maple Leaf Foods,blackbasta,2022-12-01 14:26:03.741955,,
The Beacon Insurance Company Limited,dataleak,2022-12-02 09:45:25.611447,,
grantweber.com,dataleak,2022-12-02 09:45:25.648324,,
wiesauplast.de,dataleak,2022-12-02 09:45:25.683045,,
ni*usa.com,dataleak,2022-12-02 09:45:25.719862,,
rkw-group.com Disclose the compressed package password,dataleak,2022-12-02 09:45:25.759860,,
nissin.com.br Disclose the compressed package password,dataleak,2022-12-02 09:45:25.796276,,
8x8.com,lockbit3,2022-12-02 11:06:26.918514,,
adamjeeinsurance.com,lockbit3,2022-12-02 11:06:27.065105,,
ckfinc.com,lockbit3,2022-12-02 11:06:27.664463,,
hildinganders.com,lockbit3,2022-12-02 11:06:28.456617,,
menziesaviation.com,lockbit3,2022-12-02 11:06:29.025097,,
smithsinterconnect.com,lockbit3,2022-12-02 11:06:29.788986,,
st-group.com,lockbit3,2022-12-02 11:06:29.909896,,
thorntontomasetti.com,lockbit3,2022-12-02 11:06:30.169599,,
http://www.yoursummit.com,royal,2022-12-02 19:49:55.198764,,
http://www.pgtinnovations.com,royal,2022-12-02 19:49:55.245218,,
https://allseasonmovers.com,royal,2022-12-03 13:47:15.739090,,
abilways.com,lockbit3,2022-12-04 03:13:30.608274,,
Cappagh Contractors Construction (London) Ltd,alphv,2022-12-04 05:04:18.392049,,
Philippine Economic Zone Authority (PEZA) peza.gov.ph,alphv,2022-12-04 05:04:18.438716,,
brunoy.fr,lockbit3,2022-12-05 05:17:07.484491,,
handrhealthcare.com,lockbit3,2022-12-05 05:17:08.448478,,
sentenia.net,lockbit3,2022-12-05 05:17:09.800208,,
Austria Presse Agentur,play,2022-12-05 05:17:12.271575,,
moruga it,alphv,2022-12-05 15:15:23.296449,,
Grupo NGN,alphv,2022-12-05 15:15:23.361248,,
LJ Hooker Palm Beach,alphv,2022-12-05 15:15:23.401423,,
B****** *b*,bianlian,2022-12-05 20:15:53.403188,,
**a***** H****** ******r****,bianlian,2022-12-05 20:15:53.439222,,
**i* **s****,bianlian,2022-12-05 20:15:53.472984,,
*** Technologies,bianlian,2022-12-05 20:15:53.506701,,
AV Solutions,bianlian,2022-12-05 20:15:53.541733,,
****** ******* School,bianlian,2022-12-05 20:15:53.578703,,
*u****,bianlian,2022-12-05 20:15:53.616693,,
IM Group,bianlian,2022-12-05 20:15:53.673677,,
CROWN TECHNOLOGY Ltd,bianlian,2022-12-05 20:15:53.707690,,
Ability Commerce,bianlian,2022-12-05 20:15:53.747119,,
Golden Coin Bake Shop and Restaurant,bianlian,2022-12-05 20:15:53.786203,,
Bonn Nutrients Pvt,bianlian,2022-12-05 20:15:53.825959,,
Glutz,vicesociety,2022-12-05 22:48:47.221888,,
littleswitzerland.com,lockbit3,2022-12-05 22:48:49.893563,,
prinovaglobal.com,lockbit3,2022-12-05 22:48:50.371863,,
BRYCON Construction,ransomhouse,2022-12-05 23:53:14.284254,,
SMB Solutions,ransomhouse,2022-12-05 23:53:14.318311,,
Severn Glocon Group,ransomhouse,2022-12-05 23:53:14.352603,,
ADATA Technology,ransomhouse,2022-12-05 23:53:14.386778,,
ROFA INDUSTRIAL AUTOMATION,ransomhouse,2022-12-05 23:53:14.419626,,
Carmen Copper Corporation,ransomhouse,2022-12-05 23:53:14.452946,,
Ipca Laboratories,ransomhouse,2022-12-05 23:53:14.487149,,
Fairfax - Crum & Forster,ransomhouse,2022-12-05 23:53:14.526000,,
"Advanced Micro Devices, Inc",ransomhouse,2022-12-05 23:53:14.565240,,
INTERSPORT France,hive,2022-12-06 07:55:36.883454,,
CIBTvisas,play,2022-12-06 07:55:44.928118,,
NCI CABLING INC,alphv,2022-12-06 09:04:23.940907,,
Novak Law Offices,alphv,2022-12-06 09:04:23.977742,,
Elias Motsoaledi Local Municiapality,alphv,2022-12-06 09:04:24.011552,,
PANOLAM,blackbasta,2022-12-06 14:22:03.027880,,
myersontooth.com,lockbit3,2022-12-06 14:22:05.779312,,
amundson.co.nz,lockbit3,2022-12-06 17:01:38.179568,,
g4s.com,lockbit3,2022-12-06 17:01:39.269807,,
Feu Vert,vicesociety,2022-12-06 19:48:25.154496,,
????????? ???? ?????,play,2022-12-07 02:57:00.708168,,
UJV Rez,play,2022-12-07 02:57:00.756514,,
Wrota Mazowsza,play,2022-12-07 02:57:00.804884,,
Highwater Ethanol,play,2022-12-07 02:57:00.908016,,
MME Group,play,2022-12-07 02:57:00.956123,,
Skoda Praha,play,2022-12-07 02:57:01.003579,,
Requena,alphv,2022-12-07 04:34:25.157705,,
test,monti,2022-12-07 10:36:14.052252,,
Albina Asphalt,lorenz,2022-12-07 12:40:07.557687,,
????,play,2022-12-08 02:55:39.784004,,
New Partners,vicesociety,2022-12-08 22:29:55.736428,,
Hilldrup,play,2022-12-09 03:18:00.992729,,
???????,play,2022-12-09 03:18:01.058468,,
AHT Wisconsin Windows,quantum,2022-12-09 04:22:35.093970,,
Pilenpak,quantum,2022-12-09 04:22:35.138585,,
Acquarius Trust Group,quantum,2022-12-09 04:22:35.338030,,
Orotex,quantum,2022-12-09 04:22:35.383164,,
Radical Sportscars,quantum,2022-12-09 04:22:35.427562,,
ChemiFlex,quantum,2022-12-09 04:22:35.604272,,
Warren County Community College,alphv,2022-12-09 09:03:06.101795,,
nworksllc,blackbasta,2022-12-09 14:06:37.007917,,
SEACAST,blackbasta,2022-12-09 14:06:37.052427,"Established in Seattle by Mike and Bert Robins in 1985, SeaCast operates several full service investment casting foundries. In addition to casting, the facilities offer extensive support services such as CNC machining, heat treat and assembly. The company serves a wide variety of industries including: aerospace, industrial pumps, industrial gas turbines, medical, transportation and computer hardware. To meet rigorous customer requirements, SeaCast’s manufacturing processes have earned ISO9000, AS9100 and NADCAP certifications. Over 350 dedicated employees comprise SeaCast’s workforce and the company remains privately held.SITE: www.seacast.com",
Panolam Surface Systems,blackbasta,2022-12-09 14:06:37.096581,"Panolam Surface Systems has been providing the largest selection of integrated products for over 70 years. At times, it feels like we’re just getting started. The world is different than it was seven decades ago and so are we. We are more energized and committed than ever to inspiring customers with the broadest range of surface options and designs in the marketplace. Passionately offering a portfolio of diverse brands that cater to the breadth of your imagination, we can help you arrive at the perfect solution fast and affordably, saving you time and money. Every aspect of our business is focused on fulfilling your vision for the project at hand. Your vision is what drives us to create the most relevant and forward-conscious color palettes and designs offered anywhere. It’s what motivates us to make fabrication as efficient and affordable as possible through product integration; to be your one source for your surfacing needs in virtually any kind of room imaginable.SITE: https://panolam.com",
AIRCOMECHANICAL,blackbasta,2022-12-09 14:06:37.140769,"Dirty coils, vents, and ducts diminish air quality and place strain on your heating and cooling system. Our Smart Service plans ensure the comfort, safety, reliability, and efficiency of your home’s HVAC system. Sign up for today to get improved air quality and a longer lasting heating and cooling system. You might not see the difference, except in your lower utility bills.SITE: https://www.aircomechanical.com",
Cleveland Brothers,blackbasta,2022-12-09 14:06:37.195002,,
A.R. Thomson Group,blackbasta,2022-12-09 14:06:37.241096,,
Dingbro Ltd,blackbasta,2022-12-09 14:06:37.286592,,
Atcore,blackbasta,2022-12-09 14:06:37.332360,,
"Maney | Gordon | Zeller, P.A.",blackbasta,2022-12-09 16:47:58.017286,"As a full-service law firm, Maney, Gordon Zeller, P.A. is proud to provide high-quality legal service to those navigating the U.S. immigration system. We have several offices conveniently located across the country from Pennsylvania to Florida. This way, we are always available to help our clients get the effective representation that they truly deserve—no matter where they are located geographically. With over a century of combined experience, we are able to provide outstanding representation to clients in a wide-range of immigration matters.SITE: https://www.maneygordon.com",
hawanasalalah.com,lockbit3,2022-12-09 16:47:59.501925,,
rhotelja.com,lockbit3,2022-12-09 16:48:00.437645,,
Nexon Asia Pacific,nokoyawa,2022-12-09 23:16:12.242301,"Nexon is headquartered in Sydney, New South Wales. Nexon Asia Pacific is an end-to-end managed IT provider with services ranging from cloud, secure networks, unified communications, managed security, business solutions and digital workspace solutions.Download data: https://mega.nz/folder/Fbkx3TLA#7EO2Vib3l_TM9dVXSIwzIw",
Aeroproductsco,alphv,2022-12-10 03:01:27.354254,,
oltax.com,lockbit3,2022-12-10 03:01:30.865533,,
